time,,open,high,low,close,volume
2009.02.12,0:00,937.9,952.2,934.6,946.4,14981
2009.02.13,0:00,944.2,945,932.2,941,16731
2009.02.16,0:00,940.1,943.8,935.7,941.2,3524
2009.02.17,0:00,940.9,973.3,939.6,968.7,5959
2009.02.18,0:00,968.4,986.8,960.9,983.1,6541
2009.02.19,0:00,983.7,985.8,968.5,973.2,6929
2009.02.20,0:00,972.4,1005.9,970,992.1,7750
2009.02.23,0:00,992.6,997.7,975.6,991.2,6149
2009.02.24,0:00,990.7,994.5,959.3,962.8,7957
2009.02.25,0:00,961.3,978,944,952.2,14036
2009.02.26,0:00,949.7,956.4,931.9,944.9,15591
2009.02.27,0:00,946.8,962.6,927.5,941.6,15717
2009.03.02,0:00,939,957.9,921.4,925,14540
2009.03.03,0:00,926,932,905,914.7,9065
2009.03.04,0:00,913.9,922.4,899.5,905.2,33622
2009.03.05,0:00,905.8,936.2,904.9,932.1,36188
2009.03.06,0:00,932.6,944.7,929.7,938.6,33024
2009.03.09,0:00,936,940.3,911.1,919.9,21440
2009.03.10,0:00,920,921.5,890.8,895.3,24016
2009.03.11,0:00,895.2,912.9,891.9,909.3,23522
2009.03.12,0:00,909.4,930.5,906,924.7,29475
2009.03.13,0:00,924.5,938.3,919.3,929,21368
2009.03.16,0:00,924.8,929.4,915.3,923.3,22665
2009.03.17,0:00,923.2,923.8,912,915.2,21070
2009.03.18,0:00,915.3,948.6,883,937.8,32455
2009.03.19,0:00,938.2,961.7,925.1,953.9,39853
2009.03.20,0:00,954,966.8,946.2,951.6,29805
2009.03.23,0:00,954.4,956.7,935.8,937.9,26519
2009.03.24,0:00,938.3,943.8,916.8,928.4,27076
2009.03.25,0:00,928.8,940.2,916.1,932.7,30108
2009.03.26,0:00,932.8,944.9,931.4,933.7,15960
2009.03.27,0:00,933.8,935.7,919,922.6,5755
2009.03.30,0:00,922.7,931.8,908.8,915.5,15994
2009.03.31,0:00,916.7,924.2,911.9,917.6,9532
2009.04.01,0:00,918,932.2,916.3,926.3,9021
2009.04.02,0:00,926.1,928.8,894.9,903.9,10152
2009.04.03,0:00,903.2,908.5,890.4,892,8850
2009.04.06,0:00,896.2,896.4,864.9,869.2,33062
2009.04.07,0:00,867.8,884.6,867.8,880.7,31268
2009.04.08,0:00,880.3,889.8,878.1,880.1,29493
2009.04.09,0:00,880.9,886.1,874.5,878.9,25446
2009.04.10,0:00,878.7,885.4,877.7,881.1,1598
2009.04.13,0:00,880.6,899.5,880.6,893.3,6774
2009.04.14,0:00,893,898.1,886.1,889,8722
2011.03.09,0:00,1428.69,1435.95,1422.83,1431.16,30662
2011.03.10,0:00,1430.57,1431.15,1402.6,1411.1,40983
2011.03.11,0:00,1410.65,1423.71,1404.4,1416.85,40610
2011.03.14,0:00,1430.71,1431.11,1418.5,1426.4,32057
2011.03.15,0:00,1425.55,1427.11,1380.59,1395.05,54662
2011.03.16,0:00,1393.72,1405.88,1391.19,1392.62,39794
2011.03.17,0:00,1391.35,1407.91,1386.25,1405.66,41429
2011.03.18,0:00,1405.71,1423.5,1405.18,1417.95,35729
2011.03.21,0:00,1425.45,1434.48,1423.73,1426.16,25842
2011.03.22,0:00,1426.18,1431.74,1419.18,1428.1,27828
2011.03.23,0:00,1428.11,1440.63,1425.33,1437.75,25249
2011.03.24,0:00,1437.8,1447.3,1423.6,1431.7,29701
2011.03.25,0:00,1431.66,1437.5,1421.83,1429.25,27865
2011.03.28,0:00,1427.85,1429.15,1409.97,1420.37,28998
2011.03.29,0:00,1420.33,1422.85,1410.84,1418.26,22615
2011.03.30,0:00,1418.15,1429.59,1411.66,1423.59,26377
2011.03.31,0:00,1422.85,1439.08,1420.17,1431.48,27053
2011.04.01,0:00,1431.66,1435.92,1412.2,1426.97,47237
2011.04.04,0:00,1428.6,1438.43,1427.57,1434.15,32043
2011.04.05,0:00,1434,1456.75,1429.48,1456,32444
2011.04.06,0:00,1456.55,1461.91,1450.95,1458.6,32869
2011.04.07,0:00,1458.75,1464.67,1452.28,1457.95,29732
2011.04.08,0:00,1458.6,1474.67,1455.98,1473.18,30207
2011.04.11,0:00,1474.95,1476.02,1459,1462.7,35629
2011.04.12,0:00,1462.72,1466.9,1443.7,1453.1,39825
2011.04.13,0:00,1452.74,1462,1450.8,1457.2,35304
2011.04.14,0:00,1457.13,1475.2,1452,1474.6,34600
2011.04.15,0:00,1474.73,1487.7,1471.16,1487.03,38923
2011.04.18,0:00,1486.2,1497.22,1476.85,1495.33,63330
2011.04.19,0:00,1495.8,1498.95,1487.2,1494.5,88931
2011.04.20,0:00,1494.7,1505.62,1492.95,1501.65,40529
2011.04.21,0:00,1501.45,1508.65,1499.15,1504.48,39320
2011.04.25,0:00,1508.72,1518,1501.67,1506.47,33425
2011.04.26,0:00,1506.46,1507.48,1492.65,1506.76,33586
2011.04.27,0:00,1506.35,1529.62,1502.2,1526.61,40296
2011.04.28,0:00,1526.1,1537.99,1524.02,1535.16,40201
2011.04.29,0:00,1535.11,1568.89,1531.6,1562.16,35401
2011.05.02,0:00,1565.1,1576.13,1540.01,1544,46851
2011.05.03,0:00,1544.6,1550.56,1526.78,1535.8,53745
2011.05.04,0:00,1537.5,1542.9,1505.45,1517,51079
2011.05.05,0:00,1516.25,1521.7,1462.03,1473.1,59743
2011.05.06,0:00,1472.99,1497.9,1470.7,1490.28,57301
2011.05.09,0:00,1495.95,1513.6,1489.23,1512.75,42782
2011.05.10,0:00,1511.95,1519.5,1505.55,1515.38,38199
2011.05.11,0:00,1515.2,1526.26,1495.3,1500.1,42272
2011.05.12,0:00,1499.86,1507.55,1477.75,1506.3,45655
2011.05.13,0:00,1505.88,1516.3,1482.53,1493.15,43951
2011.05.16,0:00,1494.2,1504.15,1487.05,1489.65,35954
2011.05.17,0:00,1488.65,1497.4,1471.4,1486.5,35495
2011.05.18,0:00,1486.05,1499.63,1484.55,1496.48,30536
2011.05.19,0:00,1495.15,1499.35,1486,1493.2,37321
2011.05.20,0:00,1493.05,1515.44,1486.45,1512.83,37561
2011.05.23,0:00,1511.39,1517.84,1503.55,1516.6,42953
2011.05.24,0:00,1517,1527.38,1512.88,1525.9,39211
2011.05.25,0:00,1525.93,1531.88,1520.75,1525.5,38273
2011.05.26,0:00,1525.54,1530.65,1514.37,1518.7,39090
2011.05.27,0:00,1521.2,1537.96,1520.4,1536.05,28727
2011.05.30,0:00,1536.2,1538.78,1533.83,1537.5,11154
2011.05.31,0:00,1537.9,1540.43,1531.85,1534.4,29330
2011.06.01,0:00,1534.8,1549.95,1529,1540.2,34881
2011.06.02,0:00,1540.3,1544,1519,1532.7,36621
2011.06.03,0:00,1533.35,1546.95,1523.6,1540.9,36728
2011.06.06,0:00,1541.2,1553.15,1540.69,1543,28463
2011.06.07,0:00,1544.15,1549.8,1535.85,1543.5,30087
2011.06.08,0:00,1543.7,1546.07,1530.58,1535.3,30615
2011.06.09,0:00,1536.15,1549.13,1532.79,1542.2,27433
2011.06.10,0:00,1543.8,1545.15,1525.6,1530.95,28941
2011.06.13,0:00,1531.1,1532.35,1510.63,1514.6,34976
2011.06.14,0:00,1515.55,1525.75,1511.88,1523.2,31821
2011.06.15,0:00,1523.85,1534.13,1513.49,1529.8,37281
2011.06.16,0:00,1529.85,1532.65,1521.05,1528.54,39586
2011.06.17,0:00,1528.55,1541.68,1522.08,1538.25,30436
2011.06.20,0:00,1539.25,1546.75,1532.53,1539.9,25264
2011.06.21,0:00,1539.8,1548.55,1538.2,1547.6,24203
2011.06.22,0:00,1546.5,1557.7,1540.75,1546.6,30954
2011.06.23,0:00,1547.35,1548.35,1512.2,1520.5,42731
2011.06.24,0:00,1521.25,1525.38,1498.2,1500.4,44791
2011.06.27,0:00,1499.4,1505.03,1490.19,1496.2,38954
2011.06.28,0:00,1496.4,1506,1495.28,1500.5,28635
2011.06.29,0:00,1501.55,1512.6,1499.9,1511.03,27382
2011.06.30,0:00,1511.45,1513.6,1498.43,1499.88,29834
2011.07.01,0:00,1500.9,1502.25,1477.83,1487.3,33577
2011.07.04,0:00,1486.7,1496.25,1485.7,1495.5,11920
2011.07.05,0:00,1495.89,1516.8,1492.75,1515.68,23090
2011.07.06,0:00,1515.75,1533.33,1509.7,1528.9,29134
2011.07.07,0:00,1528.85,1534.05,1522.1,1531.9,31471
2011.07.08,0:00,1531.85,1545.08,1524.43,1542.08,27923
2011.07.11,0:00,1543.6,1556.36,1541.08,1554,30767
2011.07.12,0:00,1553.95,1573.15,1540.05,1566.73,40415
2011.07.13,0:00,1567.25,1587.5,1563.83,1582.15,39368
2011.07.14,0:00,1583.35,1594.14,1578.55,1586.8,40414
2011.07.15,0:00,1586.6,1593.38,1575.55,1592.9,40553
2011.07.18,0:00,1593.3,1606.93,1591.13,1604.9,33436
2011.07.19,0:00,1604.03,1609.6,1582.1,1588.35,38249
2011.07.20,0:00,1587.05,1601.8,1580.7,1601.6,34166
2011.07.21,0:00,1601.05,1604.3,1584.48,1589.54,76396
2011.07.22,0:00,1589.55,1606.93,1583.05,1602.35,35992
2011.07.25,0:00,1604.5,1623.34,1603.3,1613.4,38668
2011.07.26,0:00,1614.05,1619.88,1607.45,1619.6,33976
2011.07.27,0:00,1619.7,1628.23,1608.48,1613,34804
2011.07.28,0:00,1613.8,1619.78,1602.73,1617.7,30486
2011.07.29,0:00,1616.3,1632.45,1610.3,1625.23,33528
2011.08.01,0:00,1613.1,1631.49,1608.25,1619.1,45123
2011.08.02,0:00,1619.8,1661.1,1616.1,1659.2,40699
2011.08.03,0:00,1659.6,1672.79,1651.45,1660.7,44073
2011.08.04,0:00,1660.2,1681.75,1639.75,1647.7,67187
2011.08.05,0:00,1646.85,1669.78,1641.5,1660.65,57235
2011.08.08,0:00,1684.48,1720.13,1682.1,1716.4,69554
2011.08.09,0:00,1716.7,1779.35,1714.65,1743.4,71876
2011.08.10,0:00,1744.5,1797.28,1737.4,1794.5,81074
2011.08.11,0:00,1794.25,1814.5,1731.75,1765.6,90568
2011.08.12,0:00,1764.55,1767.6,1723,1744.9,61944
2011.08.15,0:00,1745.7,1767.4,1727.9,1765.5,48175
2011.08.16,0:00,1765.2,1786.8,1760.68,1786.2,42920
2011.08.17,0:00,1785.9,1794.4,1778.65,1788.1,43262
2011.08.18,0:00,1789,1828.45,1783.3,1823.95,42495
2011.08.19,0:00,1823.9,1877.64,1821.3,1848,76501
2011.08.22,0:00,1859.9,1899.59,1857.5,1897.6,86407
2011.08.23,0:00,1896.85,1912.05,1822.88,1830.25,95541
2011.08.24,0:00,1830.52,1853.78,1749.22,1750.9,103435
2011.08.25,0:00,1750.75,1774.25,1702.41,1771.88,105938
2011.08.26,0:00,1773,1823.05,1756.77,1822.38,83531
2011.08.29,0:00,1836.9,1838.65,1775.65,1787.78,92837
2011.08.30,0:00,1788.4,1839.6,1783.15,1835.1,74463
2011.08.31,0:00,1835.35,1839.55,1811,1823.55,54747
2011.09.01,0:00,1825.7,1830.48,1813.68,1824.8,34464
2011.09.02,0:00,1824.7,1884.3,1824,1881.8,33294
2011.09.05,0:00,1879.08,1902.4,1873.81,1899.8,26500
2011.09.06,0:00,1902.25,1920.75,1862.5,1873.18,59913
2011.09.07,0:00,1872.25,1880.05,1792.43,1816.95,64351
2011.09.08,0:00,1817.1,1870.6,1813.35,1868.8,55987
2011.09.09,0:00,1869.4,1885.9,1822.65,1855.85,66809
2011.09.12,0:00,1860.5,1861.85,1801.1,1814,62898
2011.09.13,0:00,1813.9,1843.64,1800.96,1833.98,86020
2011.09.14,0:00,1833.95,1844.41,1808.36,1820.8,96533
2011.09.15,0:00,1820.55,1826.06,1772.32,1789.45,99569
2011.09.16,0:00,1787.95,1821.25,1762.25,1807.17,86108
2011.09.19,0:00,1817.82,1827.65,1770.35,1777.75,68619
2011.09.20,0:00,1777.45,1811.27,1769.5,1803.54,95855
2011.09.21,0:00,1803.45,1816.25,1778.22,1780,87870
2011.09.22,0:00,1779.55,1785.99,1720.22,1735.94,114286
2011.09.23,0:00,1737.1,1754.93,1628.61,1642.37,124482
2011.09.26,0:00,1654.42,1663.49,1532.48,1627.55,146387
2011.09.27,0:00,1626.95,1676.8,1614.6,1649.55,93914
2011.09.28,0:00,1649.9,1668.9,1598.26,1608.52,88732
2011.09.29,0:00,1610.35,1634.85,1582.85,1614.64,94886
2011.09.30,0:00,1615.85,1640.25,1606.25,1622.91,72874
2011.10.03,0:00,1620.83,1664.25,1619.31,1657.3,83201
2011.10.04,0:00,1659.85,1678.48,1595.52,1624.08,86572
2011.10.05,0:00,1624.35,1646.67,1597.2,1642.04,83048
2011.10.06,0:00,1641.15,1654.65,1631.2,1650.1,79455
2011.10.07,0:00,1650.85,1665.95,1625.83,1635.63,87557
2011.10.10,0:00,1639.05,1677.33,1637.98,1675.23,68890
2011.10.11,0:00,1681.59,1684.25,1653.58,1662.7,84078
2011.10.12,0:00,1662.2,1691.75,1660.22,1674.58,80361
2011.10.13,0:00,1675.05,1684.08,1652.49,1666.25,85322
2011.10.14,0:00,1666.15,1683.43,1660.81,1679.13,68301
2011.10.17,0:00,1682.28,1694.52,1664.73,1669.85,78299
2011.10.18,0:00,1670.6,1676.35,1626.42,1654.55,92068
2011.10.19,0:00,1654.75,1664.88,1639.4,1642.6,81592
2011.10.20,0:00,1643.55,1644.77,1603.36,1618.9,105205
2011.10.21,0:00,1618.75,1648.21,1611.23,1639.28,90264
2011.10.24,0:00,1641.26,1661.63,1635.16,1652.45,87325
2011.10.25,0:00,1652.85,1708.61,1643.35,1704.89,87009
2011.10.26,0:00,1705.24,1726.39,1694.67,1725.1,85908
2011.10.27,0:00,1725.58,1749.58,1705.75,1744.95,87672
2011.10.28,0:00,1745.09,1752.11,1732.05,1743.48,79199
2011.10.31,0:00,1742.77,1744.87,1704.48,1709.84,79519
2011.11.01,0:00,1709.86,1723.76,1681.11,1713.91,76689
2011.11.02,0:00,1714.15,1743.82,1714.15,1738.68,87999
2011.11.03,0:00,1738.78,1767.36,1722.44,1760.35,105567
2011.11.04,0:00,1760.41,1763.38,1748.58,1755.42,94208
2011.11.07,0:00,1753.56,1798.1,1752.86,1795.07,104332
2011.11.08,0:00,1794,1802.53,1777.02,1785.29,110919
2011.11.09,0:00,1785.5,1798.6,1763.88,1768.67,104491
2011.11.10,0:00,1769.5,1775.04,1735.69,1757.55,108451
2011.11.11,0:00,1757.95,1788.35,1745.03,1787.64,98718
2011.11.14,0:00,1788.85,1795.94,1773.53,1779.95,86074
2011.11.15,0:00,1780.24,1785.72,1760.06,1780.75,103403
2011.11.16,0:00,1781.15,1783.23,1753.8,1762.1,109995
2011.11.17,0:00,1762.85,1766.67,1709.93,1718.74,116158
2011.11.18,0:00,1720.9,1737.06,1710.85,1722.99,119751
2011.11.21,0:00,1723.1,1725.36,1666.3,1676.72,120178
2011.11.22,0:00,1677.25,1705.11,1669.75,1698.75,122414
2011.11.23,0:00,1698.8,1709.67,1677.13,1692.05,119092
2011.11.24,0:00,1692.02,1701.66,1687.29,1694.4,84231
2011.11.25,0:00,1694.69,1697.37,1671.68,1682.95,79936
2011.11.28,0:00,1683.95,1720.21,1682.87,1711.95,111357
2011.11.29,0:00,1710.45,1719.75,1703.25,1715.35,69893
2011.11.30,0:00,1717.25,1749.62,1700.5,1748.91,96163
2011.12.01,0:00,1745.7,1753.9,1733.44,1744.95,115928
2011.12.02,0:00,1744.5,1762.73,1737.76,1745.44,96199
2011.12.05,0:00,1746.66,1754.51,1717.4,1723.01,127473
2011.12.06,0:00,1723.35,1732.68,1701.83,1728.4,139915
2011.12.07,0:00,1728.95,1742.58,1720.06,1742.45,125463
2011.12.08,0:00,1742.65,1754.16,1704.35,1705.32,122850
2011.12.09,0:00,1705.12,1723.61,1702.85,1710.4,125759
2011.12.12,0:00,1712.23,1714.51,1657.13,1665,136474
2011.12.13,0:00,1663.55,1677.2,1622.19,1630.7,143528
2011.12.14,0:00,1628.7,1641.1,1563.49,1576.03,142119
2011.12.15,0:00,1576.75,1593.7,1560.1,1570.8,149171
2011.12.16,0:00,1569.94,1600.88,1569.94,1596.95,127139
2011.12.19,0:00,1600.45,1607.16,1583.08,1592.98,127054
2011.12.20,0:00,1592.96,1618.15,1591.61,1614.7,110409
2011.12.21,0:00,1614.65,1641.3,1605.75,1614.75,112900
2011.12.22,0:00,1614.6,1616.55,1597.97,1604.98,123628
2011.12.23,0:00,1604.95,1613.5,1602.4,1606.48,84176
2011.12.27,0:00,1606.15,1606.74,1589.33,1592.25,93270
2011.12.28,0:00,1593.55,1593.55,1549.19,1555.46,115900
2011.12.29,0:00,1560.54,1560.66,1522.24,1544.7,129521
2011.12.30,0:00,1544.65,1581.05,1544.48,1563.73,117091
2012.01.03,0:00,1564.26,1606.9,1564.26,1603.22,123876
2012.01.04,0:00,1603.35,1618.17,1592.48,1612.01,134922
2012.01.05,0:00,1611.77,1625.31,1596.43,1620.95,118471
2012.01.06,0:00,1621.05,1630.63,1608.28,1617.3,87642
2012.01.09,0:00,1616.26,1623.21,1604.42,1610.36,118703
2012.01.10,0:00,1610.65,1639.8,1608.2,1631.71,127331
2012.01.11,0:00,1631.65,1646.8,1629.8,1642.15,122144
2012.01.12,0:00,1641.71,1661.54,1639.81,1648.07,129819
2012.01.13,0:00,1649.73,1649.73,1625.28,1638.52,132630
2012.01.16,0:00,1635.04,1646.57,1631.04,1643.15,85296
2012.01.17,0:00,1641.55,1667.09,1641.41,1651.13,122805
2012.01.18,0:00,1650.95,1661.84,1642.53,1658.98,145151
2012.01.19,0:00,1659.9,1669.61,1648.91,1656.04,133225
2012.01.20,0:00,1656.25,1666.51,1644.73,1666.1,122134
2012.01.23,0:00,1664.78,1681.1,1662.3,1675.85,80185
2012.01.24,0:00,1675.73,1679.55,1661.35,1666.5,52374
2012.01.25,0:00,1665.75,1712.63,1648.73,1710.3,40069
2012.01.26,0:00,1710.55,1729.85,1702.61,1719.65,40145
2012.01.27,0:00,1720.35,1739.39,1714.25,1738.78,51066
2012.01.30,0:00,1736.15,1739.53,1716.13,1730.36,47365
2012.01.31,0:00,1731.06,1747.24,1725.83,1736.4,45825
2012.02.01,0:00,1736.05,1750.58,1732.1,1742.55,46005
2012.02.02,0:00,1744.17,1760.7,1740.64,1758.05,43457
2012.02.03,0:00,1758.45,1762.55,1722.95,1725.7,17874
2012.02.06,0:00,1727.55,1737.54,1711.37,1719.45,47980
2012.02.07,0:00,1719.65,1749.48,1709.88,1744.45,37214
2012.02.08,0:00,1744.65,1751.8,1724.35,1731.5,59523
2012.02.09,0:00,1732.05,1751.56,1725.6,1728.6,48397
2012.02.10,0:00,1728.35,1734.45,1704.36,1721,51316
2012.02.13,0:00,1724.7,1732.9,1715.76,1721.45,61571
2012.02.14,0:00,1721.7,1727.34,1712.04,1720.45,68637
2012.02.15,0:00,1720.73,1736.92,1718.05,1727.65,41123
2012.02.16,0:00,1727.75,1729.5,1704.87,1728.3,44640
2012.02.17,0:00,1728.13,1735.33,1716.8,1723,50039
2012.02.20,0:00,1726.37,1736.59,1726.21,1734.35,36442
2012.02.21,0:00,1734.15,1759.77,1730.48,1759.43,59238
2012.02.22,0:00,1759.37,1781.4,1748.9,1775.45,53098
2012.02.23,0:00,1776.45,1787.41,1771.67,1780.05,40031
2012.02.24,0:00,1779.59,1782.71,1770.1,1771.8,59429
2012.02.27,0:00,1773.95,1779.03,1761.18,1767.45,58772
2012.02.28,0:00,1768.4,1789.6,1765.47,1783.2,58928
2012.02.29,0:00,1784.05,1790.28,1688.43,1696.15,49808
2012.03.01,0:00,1695.07,1725.53,1694.25,1717.35,55477
2012.03.02,0:00,1717.45,1723.83,1704.45,1711.98,46136
2012.03.05,0:00,1711.61,1715.85,1694.1,1705.88,60504
2012.03.06,0:00,1705.9,1708.64,1662.95,1674.78,76275
2012.03.07,0:00,1674.15,1687.74,1670.9,1684.2,63655
2012.03.08,0:00,1684.5,1703.55,1682.79,1699.1,60932
2012.03.09,0:00,1699.34,1714.5,1676.31,1713.35,43561
2012.03.12,0:00,1713.58,1713.85,1692.35,1699.41,55838
2012.03.13,0:00,1699.46,1705.22,1661.41,1676.26,59166
2012.03.14,0:00,1676.59,1681.94,1634.14,1642.89,67794
2012.03.15,0:00,1642.92,1666.25,1635.83,1655.56,43328
2012.03.16,0:00,1655.55,1664.5,1639.35,1659.48,40444
2012.03.19,0:00,1658.26,1669.29,1651.93,1661.7,37242
2012.03.20,0:00,1661.71,1664.4,1641.13,1648.21,56283
2012.03.21,0:00,1648.23,1661.41,1646.18,1649.33,55705
2012.03.22,0:00,1649.28,1656.03,1627.81,1644.01,68478
2012.03.23,0:00,1644.02,1666.02,1641.74,1661.3,59525
2012.03.26,0:00,1661.95,1693.16,1655.2,1689.3,56552
2012.03.27,0:00,1690.16,1696,1679.14,1679.55,53325
2012.03.28,0:00,1679.72,1684.09,1654.65,1661.7,56459
2012.03.29,0:00,1662.57,1664.64,1644.73,1661.15,54329
2012.03.30,0:00,1661.13,1670.56,1659.6,1667.73,52929
2012.04.02,0:00,1666.93,1683.07,1662.58,1675.95,55983
2012.04.03,0:00,1676.7,1680.53,1638.58,1645.6,59459
2012.04.04,0:00,1645.33,1647.71,1612.04,1620.2,61002
2012.04.05,0:00,1620.35,1632.45,1619.65,1630.06,49952
2012.04.09,0:00,1642.33,1648.29,1635.23,1640.65,45808
2012.04.10,0:00,1640.55,1661.95,1630.85,1659.55,40049
2012.04.11,0:00,1659.22,1662.13,1652.64,1659.05,44035
2012.04.12,0:00,1658.15,1679.66,1650.09,1674.7,56265
2012.04.13,0:00,1675.05,1677.56,1649.01,1657.9,50945
2012.04.16,0:00,1656.47,1657.38,1640.93,1652.6,52915
2012.04.17,0:00,1652.33,1656.55,1634.4,1649.15,38026
2012.04.18,0:00,1649.35,1653.55,1637.05,1641.45,11298
2012.04.19,0:00,1641.69,1652.85,1630.05,1642.55,15596
2012.04.20,0:00,1642.32,1646.25,1637.45,1642.49,10048
2012.04.23,0:00,1641.02,1642.45,1622.25,1637.65,10837
2012.04.24,0:00,1637.75,1648.85,1633.45,1640.55,10070
2012.04.25,0:00,1641.23,1645.95,1624.35,1644.05,18298
2012.04.26,0:00,1643.76,1659.9,1641.25,1655.8,10215
2012.04.27,0:00,1656,1667.15,1649.95,1662.25,9973
2012.04.30,0:00,1662.45,1665.85,1646.15,1663.45,8561
2012.05.01,0:00,1665.35,1671.15,1656.65,1661.75,8224
2012.05.02,0:00,1662.08,1663,1645.65,1653.15,10404
2012.05.03,0:00,1653.09,1653.35,1630.65,1635.25,10352
2012.05.04,0:00,1635.71,1646.95,1625.95,1641.8,10419
2012.05.07,0:00,1638.43,1642.05,1631.58,1637.65,12553
2012.05.08,0:00,1637.98,1638.65,1594.92,1605.32,12204
2012.05.09,0:00,1604.98,1606.42,1579.25,1589.15,15472
2012.05.10,0:00,1589.25,1601.65,1585.25,1593.05,11113
2012.05.11,0:00,1593.25,1594.65,1573.25,1578.8,12865
2012.05.14,0:00,1584.28,1585.25,1555.84,1556.64,12190
2012.05.15,0:00,1556.8,1563.6,1541.05,1543.85,12053
2012.05.16,0:00,1544.8,1551.75,1526.65,1540.35,15838
2012.05.17,0:00,1538.73,1579.6,1538.15,1574.15,14106
2012.05.18,0:00,1574.43,1597.25,1567.65,1592.28,15297
2012.05.21,0:00,1590.62,1598.75,1584.5,1592.15,11824
2012.05.22,0:00,1592.83,1594.15,1561.05,1567.55,12342
2012.05.23,0:00,1567.4,1568.25,1532.97,1561.25,17044
2012.05.24,0:00,1560.83,1577.5,1551,1557.35,16118
2012.05.25,0:00,1557.58,1573.5,1550.75,1572.24,12625
2012.05.28,0:00,1573.71,1583.44,1571.05,1575.6,25636
2012.05.29,0:00,1574.09,1582.28,1547.66,1554.83,52048
2012.05.30,0:00,1554.1,1568.85,1531.55,1561.65,32392
2012.05.31,0:00,1562.05,1572.63,1552.24,1559.95,57771
2012.06.01,0:00,1559.73,1629.77,1544.4,1623.41,68010
2012.06.04,0:00,1625.45,1628.57,1608.55,1618.38,60861
2012.06.05,0:00,1618.75,1623.19,1611.78,1616.5,49336
2012.06.06,0:00,1616.8,1640.58,1613.05,1619.05,58445
2012.06.07,0:00,1619.78,1628.25,1578.33,1588.82,57146
2012.06.08,0:00,1588.83,1594.81,1556.43,1592.98,53315
2012.06.11,0:00,1601.63,1607.74,1581.49,1596.13,127674
2012.06.12,0:00,1596.08,1617.1,1585.39,1609.28,142375
2012.06.13,0:00,1609.4,1624.48,1605.66,1616.53,124520
2012.06.14,0:00,1617.8,1627.58,1609,1623.23,127193
2012.06.15,0:00,1622.45,1632.93,1619.41,1626.83,109505
2012.06.18,0:00,1628.9,1630.11,1606.38,1627.59,135076
2012.06.19,0:00,1626.88,1632.95,1617.09,1617.93,123207
2012.06.20,0:00,1617.85,1622.35,1589.85,1606.9,143051
2012.06.21,0:00,1605.26,1605.27,1564,1564.4,89959
2012.06.22,0:00,1564.75,1572.95,1557.85,1571.75,17693
2012.06.25,0:00,1571.73,1587.9,1565.9,1584,18963
2012.06.26,0:00,1585.83,1587.05,1567.25,1571.85,17989
2012.06.27,0:00,1571.53,1583.2,1562.3,1573.95,18468
2012.06.28,0:00,1573.7,1578.55,1547.65,1551.85,22068
2012.06.29,0:00,1551.2,1606.55,1550.65,1596.8,28126
2012.07.02,0:00,1598.23,1602.05,1586.85,1595.85,18210
2012.07.03,0:00,1596.78,1624.55,1594.55,1616.1,18655
2012.07.04,0:00,1616.85,1619.9,1611.15,1614.44,8768
2012.07.05,0:00,1615.5,1623.5,1597.05,1604.05,19370
2012.07.06,0:00,1604.75,1609.3,1576.1,1583.25,21957
2012.07.09,0:00,1581.54,1592.5,1576.15,1587,15522
2012.07.10,0:00,1588.9,1599.75,1564.1,1565.55,41107
2012.07.11,0:00,1566.1,1582.85,1565.7,1576.05,22875
2012.07.12,0:00,1576.45,1577.7,1554.6,1572,21911
2012.07.13,0:00,1570.95,1596.3,1565.5,1589.15,18216
2012.07.16,0:00,1590.95,1594.4,1577.55,1587.85,59527
2012.07.17,0:00,1588.5,1598.65,1571.15,1582.2,22601
2012.07.18,0:00,1583.03,1585.5,1567.35,1573,19859
2012.07.19,0:00,1573.1,1591.3,1572.45,1581.25,17628
2012.07.20,0:00,1581.3,1586.65,1573.3,1583.85,17520
2012.07.23,0:00,1580.73,1582.51,1562.9,1576.25,19129
2012.07.24,0:00,1576.15,1584.2,1568.5,1582.4,21245
2012.07.25,0:00,1580.3,1609.9,1578.5,1604.35,19580
2012.07.26,0:00,1605.3,1621.5,1600.9,1615.5,21172
2012.07.27,0:00,1614.9,1629.25,1611.35,1622.95,20486
2012.07.30,0:00,1622.63,1625.9,1613.85,1621.3,13596
2012.07.31,0:00,1621.7,1627.6,1610.45,1614.2,20597
2012.08.01,0:00,1614.46,1618.15,1591.55,1599.65,20853
2012.08.02,0:00,1599.25,1614.85,1583.6,1587.8,24618
2012.08.03,0:00,1588.67,1606.25,1585.4,1602.95,19264
2012.08.06,0:00,1603.46,1614.9,1601.8,1610.85,15577
2012.08.07,0:00,1610.15,1618.1,1608.35,1611.45,15939
2012.08.08,0:00,1611.41,1616.3,1603,1612.15,14708
2012.08.09,0:00,1612.3,1617.85,1609.25,1616.6,14018
2012.08.10,0:00,1617.13,1626.05,1605.3,1619.75,14063
2012.08.13,0:00,1620.49,1625.25,1607.1,1609.8,14988
2012.08.14,0:00,1609.67,1616,1590.8,1598.48,14469
2012.08.15,0:00,1598.4,1606.1,1589.6,1603.15,14399
2012.08.16,0:00,1603.03,1618.4,1600.45,1614.05,12230
2012.08.17,0:00,1614.12,1620.15,1611.35,1615.5,11414
2012.08.20,0:00,1615.53,1622.1,1609.4,1620.2,11309
2012.08.21,0:00,1620.15,1640.9,1618.15,1637.2,12118
